eurogrid_0250;;populacja_razem;populacja_lokale;populacja_k_razem;populacja_m_razem;populacja_00_04;populacja_05_09;populacja_10_14;populacja_15_19;populacja_20_24;populacja_25_29;populacja_30_34;populacja_35_39;populacja_40_44;populacja_45_49;populacja_50_54;populacja_55_59;populacja_60_64;populacja_65_69;populacja_70_74;populacja_75_99;msw_2012_lokale;msw_2013_lokale;msw_2014_lokale;msw_2015_lokale;msw_2016_lokale;msw_2012_popul_razem;msw_2013_popul_razem;msw_2014_popul_razem;msw_2015_popul_razem;msw_2016_popul_razem;budynki_all;budynki_mieszkalne;geometria92
1kmN3260E4796_11;1kmN3260E4796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((362302.8144963608 489112.67384337913, 362054.6725698217 489143.52584214695, 362085.59682379063 489391.3180805212, 362333.7386460479 489360.4656998776, 362302.8144963608 489112.67384337913)))
1kmN3260E4797_11;1kmN3260E4797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((363295.38207739394 488989.26703665685, 363047.2401999772 489020.11856031045, 363078.16403730365 489267.90927276574, 363326.3058107629 489237.05736832134, 363295.38207739394 488989.26703665685)))
1kmN3260E4798_11;1kmN3260E4798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((364287.94948049885 488865.8621261427, 364039.80764477584 488896.713176365, 364070.7310667726 489144.502367313, 364318.87279887253 489113.6509373849, 364287.94948049885 488865.8621261427)))
1kmN3260E4799_11;1kmN3260E4799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((365280.5167354372 488742.4591050884, 365032.37493396987 488773.30968358647, 365063.2979419528 489021.0973573886, 365311.43964012177 488990.24640029296, 365280.5167354372 488742.4591050884)))
1kmN3260E4800_11;1kmN3260E4800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((366273.0838719418 488619.0579667594, 366024.94209729513 488649.9080752069, 366055.86469256796 488897.69423625246, 366304.0063642486 488866.8437503036, 366273.0838719418 488619.0579667594)))
1kmN3260E4801_11;1kmN3260E4801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((367265.6509197593 488495.65870438796, 367017.5091644933 488526.50834446866, 367048.431348376 488774.2929971656, 367296.57300100266 488743.4429806685, 367265.6509197593 488495.65870438796)))
1kmN3261E4779_11;1kmN3261E4779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((345552.83982787497 492202.1594597753, 345304.69636852696 492233.02139545046, 345335.6309324157 492480.83987255953, 345583.77428155957 492449.97753656935, 345552.83982787497 492202.1594597753)))
1kmN3261E4780_11;1kmN3261E4780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((346545.41322742007 492078.71298810653, 346297.2699422859 492109.57441557664, 346328.20406585216 492357.39129307773, 346576.34724110726 492326.5294663822, 346545.41322742007 492078.71298810653)))
1kmN3261E4781_11;1kmN3261E4781;71;18;32;39;4;1;3;4;8;7;5;5;4;10;6;5;4;0;3;2;15;15;15;16;16;75;75;74;73;73;0;0;MULTIPOLYGON (((347537.98594870407 491955.2685449831, 347289.84283034137 491986.1294659497, 347320.77651489386 492233.9447482303, 347568.9195237058 492203.08342914283, 347537.98594870407 491955.2685449831)))
1kmN3261E4782_11;1kmN3261E4782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((348530.5580214531 491831.82612366416, 348282.41506243823 491862.6865398148, 348313.34830929176 492110.5002312744, 348561.491159089 492079.6394181, 348530.5580214531 491831.82612366416)))
1kmN3261E4783_11;1kmN3261E4783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((349523.12947541627 491708.3857174013, 349274.9866683099 491739.245630431, 349305.9194787761 491987.0577354515, 349554.0621769966 491956.1974265035, 349523.12947541627 491708.3857174013)))
1kmN3261E4784_11;1kmN3261E4784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((350515.7003403307 491584.947319434, 350267.5576777006 491615.8067310238, 350298.49005309574 491863.6172540039, 350546.6326071691 491832.75744758826, 350515.7003403307 491584.947319434)))
1kmN3261E4785_11;1kmN3261E4785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((351508.2706459442 491461.5109230159, 351260.12812034815 491492.3698348431, 351291.0600619897 491740.1787801767, 351539.2024793511 491709.31947461516, 351508.2706459442 491461.5109230159)))
1kmN3261E4786_11;1kmN3261E4786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((352500.8404219884 491338.07652138546, 352252.6980259926 491368.93493514694, 352283.6295351943 491616.7423072122, 352531.7718232806 491585.8835008107, 352500.8404219884 491338.07652138546)))
1kmN3261E4787_11;1kmN3261E4787;167;43;93;74;10;8;5;5;9;20;19;10;8;7;12;20;11;8;3;12;38;38;38;38;40;167;170;174;168;168;0;0;MULTIPOLYGON (((353493.40969820373 491214.64410778973, 353245.2674243809 491245.502025174, 353276.1985024549 491493.30782836117, 353524.34066870087 491462.44951944705, 353493.40969820373 491214.64410778973)))
1kmN3261E4788_11;1kmN3261E4788;223;57;116;107;11;12;13;6;23;17;12;14;12;13;19;18;13;11;9;20;50;50;50;51;52;231;228;223;223;218;0;0;MULTIPOLYGON (((354485.9785043368 491091.21367546916, 354237.8363452506 491122.0710981721, 354268.76699350425 491369.87533687893, 354516.90904534725 491339.0175237367, 354485.9785043368 491091.21367546916)))
1kmN3261E4789_11;1kmN3261E4789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((355478.5468701279 490967.78521768283, 355230.4048183394 490998.6421473902, 355261.335038092 491246.4448260097, 355509.47698296513 491215.58750695735, 355478.5468701279 490967.78521768283)))
1kmN3261E4790_11;1kmN3261E4790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((356471.1148253212 490844.35872768424, 356222.97287338955 490875.21516606584, 356253.9026659566 491123.0162889771, 356502.04451128875 491092.1594623523, 356471.1148253212 490844.35872768424)))
1kmN3261E4791_11;1kmN3261E4791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((357463.68239964417 490720.93419870734, 357215.5405401428 490751.7901474675, 357246.4699068321 490999.5897190608, 357494.61166007724 490968.73338315263, 357463.68239964417 490720.93419870734)))
1kmN3261E4792_11;1kmN3261E4792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((358456.2496228564 490597.51162400004, 358208.1078483462 490628.3670848347, 358239.0367904736 490876.165109491, 358487.1784590507 490845.309262624, 358456.2496228564 490597.51162400004)))
1kmN3261E4793_11;1kmN3261E4793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((359448.81652468897 490474.09099681396, 359200.6748277298 490504.945971407, 359231.6033466155 490752.74245352484, 359479.74493796204 490721.887093992, 359448.81652468897 490474.09099681396)))
1kmN3261E4794_11;1kmN3261E4794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((360441.38313488214 490350.6723104054, 360193.2415080522 490381.52680042945, 360224.1696049976 490629.32174441125, 360472.3111265511 490598.46687053517, 360441.38313488214 490350.6723104054)))
1kmN3261E4795_11;1kmN3261E4795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((361433.94948318927 490227.2555580139, 361185.8079190385 490258.1095651677, 361216.7355953604 490505.90297539067, 361464.8770545552 490475.04858548753, 361433.94948318927 490227.2555580139)))
1kmN3261E4796_11;1kmN3261E4796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((362426.5155993359 490103.84073289763, 362178.37409043364 490134.69425886683, 362209.3013474532 490382.4861397166, 362457.4427517298 490351.6322320979, 362426.5155993359 490103.84073289763)))
1kmN3261E4797_11;1kmN3261E4797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((363419.08151307935 489980.42782829143, 363170.9400519915 490011.2808747608, 363201.8668910116 490259.07123063784, 363450.00824780675 490228.2178036077, 363419.08151307935 489980.42782829143)))
1kmN3261E4798_11;1kmN3261E4798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((364411.6472541549 489857.01683746465, 364163.50583344686 489887.8694061218, 364194.43225578417 490135.6582414117, 364442.57357252366 490104.8052932825, 364411.6472541549 489857.01683746465)))
1kmN3261E4799_11;1kmN3261E4799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((365404.21285230626 489733.6077536568, 365156.07146454 489764.45984618645, 365186.99747150554 490012.24716527946, 365435.1387556343 489981.39469437115, 365404.21285230626 489733.6077536568)))
1kmN3261E4800_11;1kmN3261E4800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((366396.7783372755 489610.2005701177, 366148.6369750177 489641.0521882139, 366179.5625679285 489888.83799548633, 366427.70382687764 489857.9860001169, 366396.7783372755 489610.2005701177)))
1kmN3261E4801_11;1kmN3261E4801;7;2;7;0;0;1;1;0;3;0;0;0;0;1;0;0;1;0;0;0;2;1;1;1;1;9;6;6;6;6;0;0;MULTIPOLYGON (((367389.34373880876 489486.7952800933, 367141.20239461993 489517.64642545674, 367172.1275747828 489765.4307252914, 367420.268815991 489734.5792037649, 367389.34373880876 489486.7952800933)))
1kmN3261E4802_11;1kmN3261E4802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((368381.90908665257 489363.3918768447, 368133.76775309636 489394.2425511405, 368164.69252182485 489642.0253479555, 368412.8337527304 489611.1742985882, 368381.90908665257 489363.3918768447)))
1kmN3261E4803_41;1kmN3261E4803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((368878.19174973376 489301.69088065345, 368630.05041870783 489332.54132005665, 368660.9749822116 489580.32336699124, 368909.1162107502 489549.47255306784, 368878.19174973376 489301.69088065345)))
1kmN3262E4778_11;1kmN3262E4778;154;35;85;69;9;6;7;7;11;9;8;15;14;13;13;6;13;6;4;13;36;36;35;35;35;163;164;161;163;154;0;0;MULTIPOLYGON (((344684.0098403013 493316.8861262826, 344435.86664194555 493347.7501771366, 344466.8046743538 493595.5698855221, 344714.9477618424 493564.70543348975, 344684.0098403013 493316.8861262826)))
1kmN3262E4779_11;1kmN3262E4779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((345676.5821805757 493193.4312091032, 345428.43916254764 493224.29474567715, 345459.3767519661 493472.11285101157, 345707.5196594428 493441.2489143517, 345676.5821805757 493193.4312091032)))
1kmN3262E4780_11;1kmN3262E4780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((346669.15381809615 493069.9783448018, 346421.0109729691 493100.8413687842, 346451.94812070555 493348.6578754429, 346700.0908556131 493317.7944524763, 346669.15381809615 493069.9783448018)))
1kmN3262E4781_11;1kmN3262E4781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((347661.72478260327 492946.52752662357, 347413.58210294275 492977.39003971126, 347444.51881031215 493225.20495209564, 347692.6613800785 493194.3420411255, 347661.72478260327 492946.52752662357)))
1kmN3262E4782_11;1kmN3262E4782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((348654.29510383704 492823.07874780893, 348406.15258221317 492853.9407516867, 348437.088850521 493101.75407418516, 348685.23126259254 493070.8916735165, 348654.29510383704 492823.07874780893)))
1kmN3262E4783_11;1kmN3262E4783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((349646.86481155024 492699.632001603, 349398.7224405153 492730.4934979612, 349429.6582710835 492978.3052349631, 349677.80053289 492947.4433429148, 349646.86481155024 492699.632001603)))
1kmN3262E4784_11;1kmN3262E4784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((350639.43393546157 492576.1872812528, 350391.29170758696 492607.048271792, 350422.22710173443 492854.8584276773, 350670.3692207065 492823.99704256, 350639.43393546157 492576.1872812528)))
1kmN3262E4785_11;1kmN3262E4785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((351632.0025053255 492452.7445800211, 351383.86041317665 492483.6050664112, 351414.7953722076 492731.41364558507, 351662.9373557861 492700.55276570003, 351632.0025053255 492452.7445800211)))
1kmN3262E4786_11;1kmN3262E4786;30;10;13;17;5;0;2;3;0;1;4;0;4;1;1;0;2;3;1;3;9;9;9;9;10;25;26;25;26;30;0;0;MULTIPOLYGON (((352624.57055088383 492329.303891127, 352376.4285870192 492360.1638750611, 352407.3631122564 492607.97088190913, 352655.50496787473 492577.1105055753, 352624.57055088383 492329.303891127)))
1kmN3262E4787_11;1kmN3262E4787;157;36;86;71;4;12;7;7;13;11;8;14;9;13;14;12;10;6;5;12;35;36;36;36;36;154;162;161;158;157;0;0;MULTIPOLYGON (((353617.13810186833 492205.8652078286, 353368.99625886104 492236.7246909933, 353399.9303516118 492484.5301299067, 353648.0720867014 492453.6702554431, 353617.13810186833 492205.8652078286)))
1kmN3262E4788_11;1kmN3262E4788;55;16;25;30;3;0;4;2;2;5;5;3;1;7;4;5;7;4;1;2;10;12;12;13;13;42;48;49;49;48;0;0;MULTIPOLYGON (((354609.70518802083 492082.4285233747, 354361.56345842994 492113.28750745766, 354392.49712001084 492361.0913828267, 354640.63874201145 492330.2320085261, 354609.70518802083 492082.4285233747)))
1kmN3262E4789_11;1kmN3262E4789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((355602.2718390814 491958.9938309975, 355354.13021548046 491989.8523177095, 355385.06344720395 492237.6546339113, 355633.20496354986 492206.7957581002, 355602.2718390814 491958.9938309975)))
1kmN3262E4790_11;1kmN3262E4790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((356594.83808480157 491835.56112396717, 356346.69655974687 491866.41911497246, 356377.62936292414 492114.2198764086, 356625.7707810538 492083.36149739753, 356594.83808480157 491835.56112396717)))
1kmN3262E4791_11;1kmN3262E4791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((357587.4039549114 491712.13039552607, 357339.2625209718 491742.98789251316, 357370.19489692186 491990.787103571, 357618.3362242569 491959.9292196734, 357587.4039549114 491712.13039552607)))
1kmN3262E4792_11;1kmN3262E4792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((358579.96947915736 491588.7016389128, 358331.82812889054 491619.55864356924, 358362.76007892715 491867.35630864557, 358610.901322913 491836.4989181701, 358579.96947915736 491588.7016389128)))
1kmN3262E4793_11;1kmN3262E4793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((359572.53468727635 491465.27484737895, 359324.39341325575 491496.13136140537, 359355.32493868365 491743.9274848681, 359603.4661067595 491713.0705861263, 359572.53468727635 491465.27484737895)))
1kmN3262E4794_11;1kmN3262E4794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((360565.09960900806 491341.85001417156, 360316.95840380166 491372.7060392434, 360347.88950594375 491620.50062549766, 360596.0306055374 491589.644216802, 360565.09960900806 491341.85001417156)))
1kmN3262E4795_11;1kmN3262E4795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((361557.66427410836 491218.42713254504, 361309.52313026384 491249.2826703489, 361340.45381043106 491497.075723785, 361588.59484898415 491466.21980344784, 361557.66427410836 491218.42713254504)))
1kmN3262E4796_11;1kmN3262E4796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((362550.22871230496 491095.00619573984, 362302.0876224004 491125.86124798283, 362333.0178819041 491373.6527729705, 362581.15886684903 491342.79733931087, 362550.22871230496 491095.00619573984)))
1kmN3262E4797_11;1kmN3262E4797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((363542.7929533449 490971.5871970076, 363294.6519099397 491002.4417653568, 363325.5817500927 491250.2317663226, 363573.7226888662 491219.3768176418, 363542.7929533449 490971.5871970076)))
1kmN3262E4798_11;1kmN3262E4798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((364535.3570269696 490848.17012960743, 364287.2160226295 490879.0242157597, 364318.14544474403 491126.81269705575, 364566.2863447772 491095.95823167637, 364535.3570269696 490848.17012960743)))
1kmN3262E4799_11;1kmN3262E4799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((365527.9209629227 490724.7549867751, 365279.77999021194 490755.6085924255, 365310.7089956077 491003.395558455, 365558.84986434085 490972.5415746793, 365527.9209629227 490724.7549867751)))
1kmN3262E4800_11;1kmN3262E4800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((366520.4847909494 490601.34176177345, 366272.3438424333 490632.19488859177, 366303.272432412 490879.98034374416, 366551.4132772787 490849.1268398883, 366520.4847909494 490601.34176177345)))
1kmN3262E4801_11;1kmN3262E4801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((367513.0485407799 490477.9304478485, 367264.9076090283 490508.78309753165, 367295.8357849115 490756.56704619434, 367543.97661334265 490725.7140205726, 367513.0485407799 490477.9304478485)))
1kmN3262E4802_11;1kmN3262E4802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((368505.6122421735 490354.5210382547, 368257.4713197412 490385.37321248837, 368288.3990828369 490633.15565904696, 368536.5399022788 490602.303109969, 368505.6122421735 490354.5210382547)))
1kmN3262E4803_11;1kmN3262E4803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((369498.17592486547 490231.113526226, 369250.0350043237 490261.9652267052, 369280.96235594497 490509.74617554713, 369529.1031738287 490478.89410133567, 369498.17592486547 490231.113526226)))
1kmN3262E4804_14;1kmN3262E4804;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;MULTIPOLYGON (((370242.59869251004 490138.5591334384, 369994.4577684983 490169.4104796974, 370025.384812378 490417.1903081387, 370273.52563397307 490386.3385889558, 370242.59869251004 490138.5591334384)))
1kmN3263E4776_11;1kmN3263E4776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((342822.62271905376 494555.09168396425, 342574.4795843549 494585.9583815709, 342605.4215357383 494833.78093632776, 342853.5645585753 494802.9138355879, 342822.62271905376 494555.09168396425)))
1kmN3263E4777_11;1kmN3263E4777;17;6;9;8;0;0;1;1;2;0;0;0;1;3;0;0;4;1;2;2;6;6;6;6;6;18;18;17;17;17;0;0;MULTIPOLYGON (((343815.19477082 494431.6261992054, 343567.0518300102 494462.49237475824, 343597.99333441595 494710.31331861205, 343846.13616368955 494679.4467410194, 343815.19477082 494431.6261992054)))
1kmN3263E4778_11;1kmN3263E4778;48;11;24;24;3;5;1;0;6;6;3;5;2;4;3;4;2;0;0;4;10;11;11;11;11;42;44;44;48;48;0;0;MULTIPOLYGON (((344807.76606561744 494308.1627983954, 344559.6233112626 494339.02845358755, 344590.56436999864 494586.84779093135, 344838.70701314765 494555.98173479363, 344807.76606561744 494308.1627983954)))
1kmN3263E4779_11;1kmN3263E4779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((345800.3366331847 494184.7014747765, 345552.1940578449 494215.56661130674, 345583.13467222976 494463.3843465382, 345831.27713668667 494432.51881015487, 345800.3366331847 494184.7014747765)))
1kmN3263E4780_11;1kmN3263E4780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((346792.90650325606 494061.2422216004, 346544.7640994978 494092.10684116, 346575.7042708439 494339.92297864985, 346823.8465640468 494309.0579603389, 346792.90650325606 494061.2422216004)))
1kmN3263E4781_11;1kmN3263E4781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((347785.47570556734 493937.78503210284, 347537.3334659658 493968.64913637843, 347568.27319558733 494216.4636805244, 347816.41532496695 494185.59917859733, 347785.47570556734 493937.78503210284)))
1kmN3263E4782_11;1kmN3263E4782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((348778.04426987126 493814.329899529, 348529.9021869806 493845.19349021, 348560.84147619834 494093.00644541346, 348808.9834491897 494062.14245817624, 348778.04426987126 493814.329899529)))
1kmN3263E4783_11;1kmN3263E4783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((349770.61222589633 493690.87681713514, 349522.4702922903 493721.7398958998, 349553.40914241155 493969.55126654636, 349801.55096644774 493938.6877923282, 349770.61222589633 493690.87681713514)))
1kmN3263E4784_11;1kmN3263E4784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((350763.1796033933 493567.4257781608, 350515.0378116312 493598.2883467013, 350545.97622396715 493846.0981371766, 350794.11790648825 493815.2351742685, 350763.1796033933 493567.4257781608)))
1kmN3263E4785_11;1kmN3263E4785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((351755.74643208703 493443.9767758399, 351507.60477473476 493474.83883585874, 351538.5427506076 493722.6470505353, 351786.6842990469 493691.7845972758, 351755.74643208703 493443.9767758399)))
1kmN3263E4786_11;1kmN3263E4786;87;22;50;37;4;7;3;6;6;5;6;5;8;5;9;6;6;2;2;7;20;21;21;22;22;89;91;89;88;87;0;0;MULTIPOLYGON (((352748.31274173 493320.5298034409, 352500.17121135385 493351.39135660324, 352531.1087520658 493599.1979999002, 352779.25017386203 493568.3360545682, 352748.31274173 493320.5298034409)))
1kmN3263E4787_11;1kmN3263E4787;117;37;51;66;2;2;9;1;6;8;9;13;10;0;7;5;11;10;4;20;30;29;30;31;31;97;102;109;112;110;0;0;MULTIPOLYGON (((353740.87856205914 493197.08485418465, 353492.7371512256 493227.94590218924, 353523.6742580994 493475.75097849313, 353771.81556067604 493444.8895394169, 353740.87856205914 493197.08485418465)))
1kmN3263E4788_11;1kmN3263E4788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((354733.4439228113 493073.64192133024, 354485.30262408074 493104.50246587116, 354516.2392984313 493352.30597956013, 354764.3804892349 493321.4450450465, 354733.4439228113 493073.64192133024)))
