eurogrid_0250;;populacja_razem;populacja_lokale;populacja_k_razem;populacja_m_razem;populacja_00_04;populacja_05_09;populacja_10_14;populacja_15_19;populacja_20_24;populacja_25_29;populacja_30_34;populacja_35_39;populacja_40_44;populacja_45_49;populacja_50_54;populacja_55_59;populacja_60_64;populacja_65_69;populacja_70_74;populacja_75_99;msw_2012_lokale;msw_2013_lokale;msw_2014_lokale;msw_2015_lokale;msw_2016_lokale;msw_2012_popul_razem;msw_2013_popul_razem;msw_2014_popul_razem;msw_2015_popul_razem;msw_2016_popul_razem;budynki_all;budynki_mieszkalne;geometria92
1kmN3276E4772_11;1kmN3276E4772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((340462.400519045 507935.9414656861, 340214.2625324391 507966.8313820865, 340245.24568230624 508214.6556794159, 340493.38355131133 508183.7653585356, 340462.400519045 507935.9414656861)))
1kmN3276E4773_11;1kmN3276E4773;4;1;2;2;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;MULTIPOLYGON (((341454.9519468107 507812.3832653081, 341206.81416673516 507843.2725958284, 341237.7968467168 508091.0952768959, 341485.934509531 508060.2055429844, 341454.9519468107 507812.3832653081)))
1kmN3276E4774_11;1kmN3276E4774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((342447.5025670806 507688.8274042243, 342199.36498609337 507719.71615055203, 342230.347197513 507967.537219733, 342478.48466156994 507936.64807111677, 342447.5025670806 507688.8274042243)))
1kmN3276E4775_11;1kmN3276E4775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((343440.0524095795 507565.27387565654, 343191.91502024373 507596.16203949973, 343222.89676442073 507843.9815011872, 343471.03403714474 507813.09293615725, 343440.0524095795 507565.27387565654)))
1kmN3276E4776_11;1kmN3276E4776;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;2;2;2;2;2;3;3;2;0;0;MULTIPOLYGON (((344432.60150404356 507441.7226728536, 344184.4642989284 507472.61025588587, 344215.44557717163 507720.4281144794, 344463.58266601234 507689.54013135843, 344432.60150404356 507441.7226728536)))
1kmN3276E4777_11;1kmN3276E4777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((345425.14988020074 507318.1737890523, 345177.0128518785 507349.0607929649, 345207.9936655127 507596.8770528473, 345456.13057788904 507565.9896499319, 345425.14988020074 507318.1737890523)))
1kmN3276E4778_11;1kmN3276E4778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((346417.6975678041 507194.6272174837, 346169.5607088314 507225.5136439707, 346200.5410591676 507473.3283095332, 346448.67780252255 507442.44148514513, 346417.6975678041 507194.6272174837)))
1kmN3276E4779_11;1kmN3276E4779;32;9;14;18;2;3;1;2;2;1;3;3;3;0;0;5;4;1;0;2;7;8;9;9;9;26;30;34;35;32;0;0;MULTIPOLYGON (((347410.2445965703 507071.08295139205, 347162.1078995172 507101.9688021429, 347193.0877878751 507349.7818777673, 347441.2243696372 507318.89563021436, 347410.2445965703 507071.08295139205)))
1kmN3276E4780_11;1kmN3276E4780;13;5;6;7;1;2;0;1;1;1;1;3;1;1;0;0;1;0;0;0;5;5;4;5;5;14;14;12;13;13;0;0;MULTIPOLYGON (((348402.79099624685 506947.54098401405, 348154.6544536782 506978.42626071535, 348185.63388137065 507226.237750805, 348433.77030897455 507195.35207839496, 348402.79099624685 506947.54098401405)))
1kmN3276E4781_11;1kmN3276E4781;31;8;15;16;3;3;1;0;1;3;7;4;0;1;2;3;2;0;0;1;8;7;7;8;8;31;29;28;30;31;0;0;MULTIPOLYGON (((349395.33679656347 506824.0013085883, 349147.20040104515 506854.88601294067, 349178.17936939315 507102.69592187926, 349426.315650273 507071.810822919, 349395.33679656347 506824.0013085883)))
1kmN3276E4782_11;1kmN3276E4782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((350387.8820272513 506700.4639183525, 350139.7457713543 506731.34805205, 350170.7242816717 506979.1563842101, 350418.86042326706 506948.27185702417, 350387.8820272513 506700.4639183525)))
1kmN3276E4783_11;1kmN3276E4783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((351380.4267180582 506576.9288065573, 351132.2905943441 506607.8123712726, 351163.26864794426 506855.61913107615, 351411.40465768235 506824.7351739481, 351380.4267180582 506576.9288065573)))
1kmN3276E4784_11;1kmN3276E4784;92;30;50;42;5;3;9;3;7;9;8;5;7;8;7;2;1;4;9;5;25;26;26;27;27;80;86;85;87;88;0;0;MULTIPOLYGON (((352372.97089871485 506453.3959664339, 352124.8348997461 506484.2789638657, 352155.81249795074 506732.08415567316, 352403.9483832705 506701.20076693967, 352372.97089871485 506453.3959664339)))
1kmN3276E4785_11;1kmN3276E4785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((353365.5145989483 506329.8653912218, 353117.37871730607 506360.7478230586, 353148.35586142255 506608.55145127606, 353396.49162974843 506577.66862922907, 353365.5145989483 506329.8653912218)))
1kmN3276E4786_11;1kmN3276E4786;6;1;4;2;0;0;1;1;1;1;0;0;0;2;0;0;0;0;0;0;1;1;1;1;1;4;4;4;4;6;0;0;MULTIPOLYGON (((354358.05784850585 506206.3370741643, 354109.92207674566 506237.21894209366, 354140.89876809233 506485.02101110294, 354389.03442687175 506454.13875405956, 354358.05784850585 506206.3370741643)))
1kmN3276E4787_11;1kmN3276E4787;963;466;543;420;51;38;18;28;33;109;83;67;57;29;50;100;66;60;18;156;463;448;444;435;430;980;951;945;915;897;0;0;MULTIPOLYGON (((355350.60067712574 506082.81100850366, 355102.46500780626 506113.6923142178, 355133.4412477034 506361.49282840546, 355381.57680436736 506330.6111346781, 355350.60067712574 506082.81100850366)))
1kmN3276E4788_11;1kmN3276E4788;4;1;2;2;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;1;1;1;1;1;4;4;4;4;4;0;0;MULTIPOLYGON (((356343.1431145327 505959.28718747664, 356095.00754022854 505990.1679326752, 356125.98332999344 506237.9668964343, 356374.1187919652 506207.08576431405, 356343.1431145327 505959.28718747664)))
1kmN3276E4789_11;1kmN3276E4789;370;131;210;160;26;26;21;25;21;31;36;43;20;14;28;25;22;19;3;10;129;121;123;122;119;420;385;373;367;356;0;0;MULTIPOLYGON (((357335.6851904695 505835.7656043349, 357087.54970374744 505866.64579069335, 357118.52504468657 506114.44320841506, 357366.660419411 506083.5626362283, 357335.6851904695 505835.7656043349)))
1kmN3276E4790_11;1kmN3276E4790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((358328.22693467536 505712.24625231605, 358080.09152809135 505743.1258815229, 358111.0664215343 505990.9217575947, 358359.20171643654 505960.04174366314, 358328.22693467536 505712.24625231605)))
1kmN3276E4791_11;1kmN3276E4791;701;283;384;317;27;33;25;27;46;66;78;46;42;39;29;73;52;43;17;58;248;244;246;239;238;679;677;664;627;620;0;0;MULTIPOLYGON (((359320.76837687666 505588.7291246513, 359072.63304301363 505619.6081984006, 359103.6074902632 505867.40253720805, 359351.7427127849 505836.5230798302, 359320.76837687666 505588.7291246513)))
1kmN3276E4792_11;1kmN3276E4792;307;172;159;148;13;24;13;12;4;8;29;37;26;9;8;37;31;35;5;16;138;133;128;126;124;222;217;207;212;208;0;0;MULTIPOLYGON (((360313.3095468261 505465.2142146053, 360065.17427823733 505496.0927345902, 360096.1482806117 505743.8855405189, 360344.28343819163 505713.00663799886, 360313.3095468261 505465.2142146053)))
1kmN3276E4793_11;1kmN3276E4793;55;27;31;24;3;5;4;0;2;6;1;9;6;3;0;2;0;6;1;7;21;22;23;23;24;45;44;49;50;52;0;0;MULTIPOLYGON (((361305.85047425545 505341.7015154017, 361057.7152635072 505372.5794833042, 361088.6888223234 505620.3707607547, 361336.8239223887 505589.49241141323, 361305.85047425545 505341.7015154017)))
1kmN3276E4794_11;1kmN3276E4794;173;66;94;79;10;7;4;6;8;12;20;19;12;6;3;4;13;29;11;9;61;59;59;59;58;182;176;178;175;163;0;0;MULTIPOLYGON (((362298.3911888974 505218.19102030527, 362050.2560285556 505249.06843781937, 362081.2291451283 505496.8581911558, 362329.3641951141 505465.9803932989, 362298.3911888974 505218.19102030527)))
1kmN3276E4795_11;1kmN3276E4795;30;15;18;12;3;1;0;0;2;4;7;2;1;3;1;2;1;1;2;0;0;0;10;15;15;0;0;18;29;30;0;0;MULTIPOLYGON (((363290.9317204885 505094.6827225294, 363042.7966031255 505125.5595913492, 363073.7692787702 505373.3478249777, 363321.9042861076 505342.47057692334, 363290.9317204885 505094.6827225294)))
1kmN3276E4796_11;1kmN3276E4796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((364283.4720987781 504971.1766153388, 364035.3370169528 505002.05293715093, 364066.3092529839 505249.8396554552, 364314.44422511104 505218.9629555065, 364283.4720987781 504971.1766153388)))
1kmN3276E4797_11;1kmN3276E4797;122;42;61;61;9;9;9;2;6;7;17;12;8;1;6;8;12;6;6;4;20;22;23;37;42;80;85;83;110;122;0;0;MULTIPOLYGON (((365276.0123534923 504847.67269198596, 365027.8772997744 504878.548468465, 365058.84909750486 505126.33367583994, 365306.9840418561 505095.45752231404, 365276.0123534923 504847.67269198596)))
1kmN3276E4798_11;1kmN3276E4798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((366268.55251437513 504724.17094570026, 366020.41748132335 504755.0461785486, 366051.3888420762 505002.8298793733, 366299.5237660884 504971.95427058265, 366268.55251437513 504724.17094570026)))
1kmN3276E4799_11;1kmN3276E4799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((367261.0926111601 504600.6713697314, 367012.95759134716 504631.54606062453, 367043.9285164337 504879.32825930044, 367292.0634275363 504848.45319355093, 367261.0926111601 504600.6713697314)))
1kmN3276E4800_11;1kmN3276E4800;68;17;34;34;6;5;8;9;6;2;0;4;8;11;4;1;0;0;0;4;11;14;15;16;17;35;54;58;66;68;0;0;MULTIPOLYGON (((368253.63267359184 504477.17395731807, 368005.4976595808 504508.04810795654, 368036.4681503125 504755.8288088571, 368284.6030559406 504724.95428446215, 368253.63267359184 504477.17395731807)))
1kmN3276E4801_11;1kmN3276E4801;60;16;31;29;1;6;3;2;5;8;6;3;2;3;8;8;1;0;1;3;12;13;13;13;13;61;63;64;64;63;0;0;MULTIPOLYGON (((369246.1727314104 504353.67870172765, 368998.03771576437 504384.55231379624, 369029.0077734534 504632.3315213127, 369277.1426810464 504601.45753658004, 369246.1727314104 504353.67870172765)))
1kmN3276E4802_11;1kmN3276E4802;124;42;62;62;9;12;10;12;7;2;14;23;14;10;2;1;2;5;1;0;25;30;32;32;35;76;95;105;104;113;0;0;MULTIPOLYGON (((370238.7128143494 504230.1855961848, 369990.5777896338 504261.0586713739, 370021.5474155991 504508.8363898946, 370269.6823325935 504477.96294313576, 370238.7128143494 504230.1855961848)))
1kmN3276E4803_11;1kmN3276E4803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((371231.25295215315 504106.69463394023, 370983.11791093403 504137.5671739392, 371014.08710649394 504385.34340784047, 371262.22204031394 504354.47049738374, 371231.25295215315 504106.69463394023)))
1kmN3276E4804_11;1kmN3276E4804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((372223.79317455564 503983.2058082521, 371975.65810939856 504014.07781473733, 372006.62687586126 504261.85256842896, 372254.76183394913 504230.98019256163, 372223.79317455564 503983.2058082521)))
1kmN3276E4805_11;1kmN3276E4805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((373216.3335112999 503859.71911235247, 372968.1984147688 503890.5905870199, 372999.16675345344 504138.3638648838, 373247.3017432403 504107.4920219295, 373216.3335112999 503859.71911235247)))
1kmN3276E4806_11;1kmN3276E4806;25;11;10;15;2;1;1;2;3;5;2;1;0;0;2;3;1;1;0;1;5;4;5;6;7;17;16;16;16;17;0;0;MULTIPOLYGON (((374208.8739921295 503736.23453949206, 373960.7388567889 503767.1054840395, 373991.70676900225 504014.87729044445, 374239.84179793275 503984.00597871654, 374208.8739921295 503736.23453949206)))
1kmN3276E4807_11;1kmN3276E4807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((375201.41464677575 503612.7520829197, 374953.27946518717 503643.6224990366, 374984.2469522578 503891.3928383831, 375232.38202775957 503860.5220561959, 375201.41464677575 503612.7520829197)))
1kmN3276E4808_11;1kmN3276E4808;7;2;3;4;3;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;1;1;1;1;6;6;7;8;8;0;0;MULTIPOLYGON (((376193.9555049887 503489.2717358973, 375945.8202697259 503520.1416252572, 375976.7873329534 503767.9105019262, 376224.9224624648 503737.0402475903, 376193.9555049887 503489.2717358973)))
1kmN3276E4809_11;1kmN3276E4809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((377186.4965964984 503365.79349165596, 376938.36130012624 503396.662855953, 376969.32794082904 503644.4302743394, 377217.463131782 503613.560546156, 377186.4965964984 503365.79349165596)))
1kmN3276E4810_11;1kmN3276E4810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((378179.0379510585 503242.31734344456, 377930.9025861319 503273.1861843616, 377961.8688056328 503520.9521488631, 378210.0040654589 503490.0829451503, 378179.0379510585 503242.31734344456)))
1kmN3276E4811_33;1kmN3276E4811;9;2;5;4;0;2;0;0;1;2;1;0;0;0;1;1;1;0;0;0;1;1;1;1;1;12;12;10;10;10;0;0;MULTIPOLYGON (((378334.27976861794 502468.1524377214, 378086.1440708538 502499.0200601565, 378117.1079537205 502746.78590106685, 378365.24354672735 502715.91791593004, 378334.27976861794 502468.1524377214)))
1kmN3277E4771_11;1kmN3277E4771;11;4;5;6;4;0;0;0;0;0;2;3;1;0;0;0;1;0;0;0;1;1;2;4;4;2;3;4;11;11;0;0;MULTIPOLYGON (((339593.78680828435 509050.8035302013, 339345.64907992457 509081.6956561338, 339376.63572901057 509329.5212198589, 339624.7733391053 509298.62868859805, 339593.78680828435 509050.8035302013)))
1kmN3277E4772_11;1kmN3277E4772;21;6;10;11;0;1;0;1;1;2;1;3;1;2;3;2;2;1;1;0;6;6;6;6;6;23;23;23;22;21;0;0;MULTIPOLYGON (((340586.33718778956 508927.23650693987, 340338.1996720694 508958.1280409014, 340369.1858486029 509205.9519849103, 340617.32324639056 509175.06004669797, 340586.33718778956 508927.23650693987)))
1kmN3277E4773_11;1kmN3277E4773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((341578.8867353277 508803.6718472792, 341330.74942481704 508834.56279097963, 341361.7351301095 509082.3851196468, 341609.8723230241 509051.49377281126, 341578.8867353277 508803.6718472792)))
1kmN3277E4774_11;1kmN3277E4774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((342571.435480624 508680.1095444765, 342323.298367886 508710.99989958946, 342354.28360326256 508958.82061731815, 342602.4205987294 508927.9298601579, 342571.435480624 508680.1095444765)))
1kmN3277E4775_11;1kmN3277E4775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((343563.9834534249 508556.54959174246, 343315.84653102176 508587.4393599676, 343346.8312977946 508835.25847115833, 343594.9681032517 508804.3683019737, 343563.9834534249 508556.54959174246)))
1kmN3277E4776_11;1kmN3277E4776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;4;4;4;0;0;0;0;MULTIPOLYGON (((344556.5306834476 508432.99198233895, 344308.3939439498 508463.8811653685, 344339.37824344175 508711.69867439196, 344587.51486632414 508680.80909150746, 344556.5306834476 508432.99198233895)))
1kmN3277E4777_11;1kmN3277E4777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((345549.0772004487 508309.4367094897, 345300.9406364168 508340.3253090177, 345331.924469942 508588.14122026507, 345580.0609176816 508557.252221982, 345549.0772004487 508309.4367094897)))
1kmN3277E4778_11;1kmN3277E4778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((346541.6230341435 508185.8837664351, 346293.48663815367 508216.7717841491, 346324.47000702395 508464.5861020088, 346572.6062870583 508433.69768663775, 346541.6230341435 508185.8837664351)))
1kmN3277E4779_11;1kmN3277E4779;11;3;3;8;1;3;1;0;0;0;0;3;2;1;0;0;0;0;0;0;3;3;3;3;3;10;10;10;11;11;0;0;MULTIPOLYGON (((347534.16821427364 508062.3331464175, 347286.0319788833 508093.2205840042, 347317.0148844207 508341.03331287485, 347565.15100418194 508310.14547872916, 347534.16821427364 508062.3331464175)))
1kmN3277E4780_11;1kmN3277E4780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((348526.71277057746 507938.7848426625, 348278.57668836066 507969.67170182336, 348309.5591318799 508217.4828460971, 348557.6950987943 508186.59559147526, 348526.71277057746 507938.7848426625)))
1kmN3277E4781_11;1kmN3277E4781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((349519.25673278864 507815.2388484264, 349271.12079630245 507846.1251308378, 349302.1027791189 508093.93469489366, 349550.2386006332 508063.04801810905, 349519.25673278864 507815.2388484264)))
1kmN3277E4782_11;1kmN3277E4782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((350511.80013063725 507691.69515694305, 350263.6643324604 507722.58086429536, 350294.6458558868 507970.38885253575, 350542.7815394243 507939.5027518999, 350511.80013063725 507691.69515694305)))
1kmN3277E4783_11;1kmN3277E4783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((351504.3429938698 507568.1537614381, 351256.2073265582 507599.03889543377, 351287.18839191616 507846.8453122284, 351535.32394491613 507815.959786064, 351504.3429938698 507568.1537614381)))
1kmN3277E4784_11;1kmN3277E4784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((352496.8853522109 507444.6146551743, 352248.7498083283 507475.49921749625, 352279.7304169325 507723.3040672373, 352527.86584682576 507692.4191138409, 352496.8853522109 507444.6146551743)))
1kmN3277E4785_11;1kmN3277E4785;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;MULTIPOLYGON (((353489.4272353988 507321.07783136796, 353241.2918075173 507351.9618237056, 353272.2719606875 507599.7651107991, 353520.4072749134 507568.8807284888, 353489.4272353988 507321.07783136796)))
1kmN3277E4786_11;1kmN3277E4786;5;1;2;3;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;4;5;5;5;5;0;0;MULTIPOLYGON (((354481.9686731708 507197.5432832856, 354233.83335385565 507228.4267073255, 354264.8130529026 507476.2284361515, 354512.9482588876 507445.3446232332, 354481.9686731708 507197.5432832856)))
1kmN3277E4787_11;1kmN3277E4787;871;367;491;380;43;31;29;34;56;81;70;77;45;34;59;80;67;40;19;106;375;370;362;351;346;915;884;865;842;841;0;0;MULTIPOLYGON (((355474.50969526416 507074.0110041471, 355226.3744770821 507104.8938615918, 355257.3537233234 507352.69403652754, 355505.48882850376 507321.81079130154, 355474.50969526416 507074.0110041471)))
1kmN3277E4788_11;1kmN3277E4788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((356467.0503314092 506950.48098720144, 356218.9152069313 506981.3632797254, 356249.89400168275 507229.1619051723, 356498.0290134944 507198.2792259697, 356467.0503314092 506950.48098720144)))
1kmN3277E4789_11;1kmN3277E4789;872;323;450;422;39;28;27;33;54;79;97;69;64;47;53;64;93;52;17;56;320;313;306;298;301;913;897;874;837;827;0;0;MULTIPOLYGON (((357459.590611353 506826.9532256974, 357211.4555731347 506857.8349549873, 357242.4339177123 507105.63203533646, 357490.56884358823 507074.74992044363, 357459.590611353 506826.9532256974)))
1kmN3277E4790_11;1kmN3277E4790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((358452.13056482386 506703.42771285307, 358203.99560543685 506734.30888061505, 358234.97350115085 506982.1044202484, 358483.10834853235 506951.22286799364, 358452.13056482386 506703.42771285307)))
1kmN3277E4791_11;1kmN3277E4791;243;121;151;92;24;5;6;6;37;18;45;9;9;12;10;9;22;14;4;13;86;81;81;70;74;218;194;183;156;154;0;0;MULTIPOLYGON (((359444.67022156256 506579.90444193594, 359196.53533356707 506610.78504985385, 359227.5127817405 506858.57905315794, 359475.6475580518 506827.6980618462, 359444.67022156256 506579.90444193594)))
1kmN3277E4792_11;1kmN3277E4792;176;74;81;95;3;11;8;10;21;9;24;15;11;11;6;6;14;12;2;13;54;51;51;53;53;147;145;142;145;140;0;0;MULTIPOLYGON (((360437.2096112962 506456.383406179, 360189.07478727074 506487.2634559376, 360220.05178921507 506735.05592731293, 360468.18650189193 506704.1754952539, 360437.2096112962 506456.383406179)))
1kmN3277E4793_11;1kmN3277E4793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((361429.74876377365 506332.8645988265, 361181.6139962735 506363.7440921208, 361212.590553303 506611.5350359427, 361460.72520978726 506580.65516144875, 361429.74876377365 506332.8645988265)))
1kmN3277E4794_11;1kmN3277E4794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((362422.28770872654 506209.3480131263, 362174.1529903208 506240.22695163824, 362205.12910376047 506488.0163723007, 362453.2637114719 506457.1370536778, 362422.28770872654 506209.3480131263)))
1kmN3277E4795_11;1kmN3277E4795;32;13;17;15;3;1;0;1;2;1;4;1;1;0;4;4;1;4;1;4;14;13;13;13;13;35;35;33;33;32;0;0;MULTIPOLYGON (((363414.8264758993 506085.83364230394, 363166.6917991467 506116.71202773415, 363197.6674703028 506364.4999296218, 363445.8020366864 506333.6211651834, 363414.8264758993 506085.83364230394)))
1kmN3277E4796_11;1kmN3277E4796;4;1;1;3;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;2;1;1;1;1;5;4;4;4;4;0;0;MULTIPOLYGON (((364407.36509501823 505962.321479626, 364159.2304524913 505993.199313649, 364190.20568267687 506240.98570115305, 364438.34021517186 506210.1074892059, 364407.36509501823 505962.321479626)))
1kmN3277E4797_11;1kmN3277E4797;269;94;153;116;20;27;9;9;11;14;23;25;28;22;9;26;15;15;6;10;80;83;84;86;84;239;244;243;254;250;0;0;MULTIPOLYGON (((365399.9035958271 505838.8115183227, 365151.7689800882 505869.68880263343, 365182.74377062544 506117.47368013766, 365430.87827665755 506086.5960190082, 365399.9035958271 505838.8115183227)))
1kmN3277E4798_11;1kmN3277E4798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((366392.4420080618 505715.3037516363, 366144.3074116787 505746.18048793543, 366175.28176388016 505993.9638598282, 366423.4162508861 505963.0867478084, 366392.4420080618 505715.3037516363)))
1kmN3277E4799_11;1kmN3277E4799;27;10;16;11;0;4;1;5;0;0;2;1;1;1;5;3;1;0;1;2;2;10;10;10;10;7;27;26;27;27;0;0;MULTIPOLYGON (((367384.980361465 505591.7981728222, 367136.8457770054 505622.6743627861, 367167.8196921855 505870.456233453, 367415.9541675979 505839.5796688786, 367384.980361465 505591.7981728222)))
1kmN3277E4800_11;1kmN3277E4800;1799;659;973;826;114;119;59;99;127;122;183;138;127;121;147;192;101;53;26;71;630;625;619;615;617;1757;1733;1708;1696;1706;0;0;MULTIPOLYGON (((368377.5186857687 505468.2947751293, 368129.38410579495 505499.17042043805, 368160.3575852717 505746.9507942749, 368408.49205652735 505716.0747754378, 368377.5186857687 505468.2947751293)))
1kmN3277E4801_11;1kmN3277E4801;260;59;126;134;15;9;12;10;11;25;19;20;21;7;25;21;18;21;5;21;64;63;61;60;59;272;262;264;264;260;0;0;MULTIPOLYGON (((369370.05701072305 505344.7935517803, 369121.92242779664 505375.66865415033, 369152.8954728822 505623.4475355409, 369401.0299474135 505592.5720607564, 369370.05701072305 505344.7935517803)))
1kmN3277E4802_11;1kmN3277E4802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((370362.5953660502 505221.2944960501, 370114.46077274065 505252.16905714385, 370145.43338475184 505499.9464504672, 370393.56786999514 505469.0715180533, 370362.5953660502 505221.2944960501)))
1kmN3277E4803_11;1kmN3277E4803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((371355.1337815028 505097.7976011643, 371106.99917037506 505128.67162267584, 371137.97135062306 505376.4475323409, 371386.10585401667 505345.5731405951, 371355.1337815028 505097.7976011643)))
1kmN3277E4804_11;1kmN3277E4804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MULTIPOLYGON (((372347.672286812 504974.3028603783, 372099.5376504309 505005.17634399515, 372130.50940023205 505252.9507743744, 372378.6439292076 505222.076921626, 372347.672286812 504974.3028603783)))
