miasto;Ulica;Nr domu;Kod poczt.;miasto;Publicznoœæ;Uczniowie;odzialy;pelnozatrudnieni;stos. Pracy;w etatach;suma etatów
Poznañ;os. Boles³awa Œmia³ego;107;60-682;Poznañ;001;828;37.00;0;0;0.00;0.00
Poznañ;os. W³adys³awa £okietka;104;61-616;Poznañ;001;0;0.00;69;16;7.82;76.82
Poznañ;os. W³adys³awa £okietka;104;61-616;Poznañ;001;272;11.00;0;0;0.00;0.00
Poznañ;os. W³adys³awa £okietka;104;61-616;Poznañ;001;554;25.00;0;0;0.00;0.00
Poznañ;£ozowa;77;61-448;Poznañ;001;0;0.00;54;19;9.19;63.19
Poznañ;£ozowa;77;61-448;Poznañ;001;75;3.00;0;0;0.00;0.00
Poznañ;£ozowa;77;61-448;Poznañ;001;537;26.00;0;0;0.00;0.00
Poznañ;GARBARY;82;61-758;POZNAN;001;0;0.00;38;5;2.75;40.75
Poznañ;GARBARY;82;61-758;POZNAN;001;67;3.00;0;0;0.00;0.00
Poznañ;GARBARY;82;61-758;POZNAN;001;256;13.00;0;0;0.00;0.00
Poznañ;os. Kosmonautów;111;61-642;Poznañ;001;0;0.00;41;35;15.42;56.42
Poznañ;os. Kosmonautów;111;61-642;Poznañ;001;125;5.00;0;0;0.00;0.00
Poznañ;os. Kosmonautów;111;61-642;Poznañ;001;415;21.00;0;0;0.00;0.00
Poznañ;os. Jana III Sobieskiego;105;60-688;Poznan;001;0;0.00;55;8;5.14;60.14
Poznañ;os. Jana III Sobieskiego;105;60-688;Poznan;001;92;4.00;0;0;0.00;0.00
Poznañ;os. Jana III Sobieskiego;105;60-688;Poznan;001;552;24.00;0;0;0.00;0.00
Poznañ;Leszka;42;61-062;Poznañ;001;0;0.00;51;14;7.88;58.88
Poznañ;Leszka;42;61-062;Poznañ;001;72;3.00;0;0;0.00;0.00
Poznañ;Leszka;42;61-062;Poznañ;001;460;22.00;0;0;0.00;0.00
Poznañ;Raszyñska;48;60-135;Poznañ;001;0;0.00;45;15;8.12;53.12
Poznañ;Raszyñska;48;60-135;Poznañ;001;59;3.00;0;0;0.00;0.00
Poznañ;Raszyñska;48;60-135;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;Raszyñska;48;60-135;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;Raszyñska;48;60-135;Poznañ;001;188;10.00;0;0;0.00;0.00
Poznañ;Raszyñska;48;60-135;Poznañ;001;133;5.00;0;0;0.00;0.00
Poznañ;Raszyñska;48;60-135;Poznañ;001;50;2.00;0;0;0.00;0.00
Poznañ;Grunwaldzka;152;60-309;Poznañ;001;0;0.00;28;12;7.66;35.66
Poznañ;Grunwaldzka;152;60-309;Poznañ;001;297;12.00;0;0;0.00;0.00
Poznañ;Grunwaldzka;152;60-309;Poznañ;001;206;11.00;0;0;0.00;0.00
Poznañ;Rybaki;17;61-883;Poznañ;001;0;0.00;47;12;6.14;53.14
Poznañ;Rybaki;17;61-883;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;Rybaki;17;61-883;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;Rybaki;17;61-883;Poznañ;001;290;11.50;0;0;0.00;0.00
Poznañ;Rybaki;17;61-883;Poznañ;001;311;11.00;0;0;0.00;0.00
Poznañ;Marsza³kowska;40;60-327;Poznañ;001;0;0.00;51;20;9.58;60.58
Poznañ;Marsza³kowka;40;60-327;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;Marsza³kowska;40;60-327;Poznañ;001;28;1.00;0;0;0.00;0.00
Poznañ;Marsza³kowka;40;60-327;Poznañ;001;658;25.00;0;0;0.00;0.00
Poznañ;Œwit;25;60-375;Poznañ;001;0;0.00;37;15;7.32;44.32
Poznañ;ul. Œwit;25;60-375;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;Œwit;25;60-375;Poznañ;001;416;16.00;0;0;0.00;0.00
Poznañ;Œwit;25;60-375;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;Podkomorska;49;60-326;Poznañ;001;0;0.00;47;11;7.20;54.20
Poznañ;;;60-326;Poznañ;001;157;6.00;0;0;0.00;0.00
Poznañ;Podkomorska;49;60-326;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;Podkomorska;49;60-326;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;Podkomorska;49;60-326;Poznañ;001;425;16.00;0;0;0.00;0.00
Poznañ;Szamotulska;33;60-365;Poznañ;001;0;0.00;48;27;11.97;59.97
Poznañ;Szamotulska;33;60-365;Poznañ;001;52;3.00;0;0;0.00;0.00
Poznañ;Szamotulska;33;60-365;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;Szamotulska;33;60-365;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;Szamotulska;33;60-365;Poznañ;001;291;12.00;0;0;0.00;0.00
Poznañ;Szamotulska;33;60-365;Poznañ;001;76;3.00;0;0;0.00;0.00
Poznañ;Stanis³awa Wyspiañskiego;27;60-751;Poznañ;001;0;0.00;35;15;5.81;40.81
Poznañ;Stanis³awa Wyspiañskiego;27;60-751;Poznañ;001;330;13.00;0;0;0.00;0.00
Poznañ;Stanis³awa Wyspiañskiego;27;60-751;Poznañ;001;78;3.00;0;0;0.00;0.00
Poznañ;Œniadeckich;54/58;60-774;Poznañ;001;0;0.00;85;21;13.08;98.08
Poznañ;Œniadeckich;54/58;60-774;Poznañ;001;68;3.00;0;0;0.00;0.00
Poznañ;Œniadeckich;54/58;60-774;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;Œniadeckich;54/58;60-774;Poznañ;001;19;1.00;0;0;0.00;0.00
Poznañ;Œniadeckich;54/58;60-774;Poznañ;001;1 006;35.00;0;0;0.00;0.00
Poznañ;Œniadeckich;54/58;60-774;Poznañ;001;167;6.00;0;0;0.00;0.00
Poznañ;Œniadeckich;54/58;60-774;Poznañ;001;90;3.00;0;0;0.00;0.00
Poznañ;Berwiñskiego;2/4;60-765;Poznañ;001;0;0.00;35;9;4.05;39.05
Poznañ;Berwiñskiego;2/4;60-765;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;Berwiñskiego;2/4;60-765;Poznañ;001;400;20.00;0;0;0.00;0.00
Poznañ;Fredry;13;61-701;Poznañ;001;0;0.00;73;23;10.81;83.81
Poznañ;Fredry;13;61-701;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;Fredry;13;61-701;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;Fredry;13;61-701;Poznañ;001;853;32.00;0;0;0.00;0.00
Poznañ;Fredry;13;61-701;Poznañ;001;54;2.00;0;0;0.00;0.00
Poznañ;Prze³ajowa;4;61-622;Poznañ;001;0;0.00;73;23;13.31;86.31
Poznañ;Prze³ajowa 4;4;61-622;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;Prze³ajowa;4;61-622;Poznan;001;0;0.00;0;0;0.00;0.00
Poznañ;Prze³ajowa;4;61-622;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;Prze³ajowa;4;61-622;Poznañ;001;928;35.00;0;0;0.00;0.00
Poznañ;Œwierkowa;8;61-472;Poznañ;001;0;0.00;61;26;12.85;73.85
Poznañ;Œwierkowa;8;61-472;Poznañ;001;46;2.00;0;0;0.00;0.00
Poznañ;Czeremchowa;22;61-474;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;Œwierkowa;8;61-472;Poznañ;001;351;15.00;0;0;0.00;0.00
Poznañ;Œwierkowa;8;61-472;Poznañ;001;343;12.00;0;0;0.00;0.00
Poznañ;Œwierkowa;8;61-472;Poznañ;001;28;2.00;0;0;0.00;0.00
Poznañ;Al. Niepodleg³oœci;32;61-714;Poznañ;001;0;0.00;61;19;12.80;73.80
Poznañ;Solna;2;62-028;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;Al. Niepodleg³oœci;32;61-714;Poznañ;001;515;25.00;0;0;0.00;0.00
Poznañ;G³ogowska;90;60-262;Poznañ;001;0;0.00;73;92;46.81;119.81
Poznañ;G³ogowska;90;60-262;Poznañ;001;49;6.00;0;0;0.00;0.00
Poznañ;G³ogowska;90;60-262;Poznañ;001;322;0.00;0;0;0.00;0.00
Poznañ;G³ogowska;90;60-262;Poznañ;001;236;0.00;0;0;0.00;0.00
Poznañ;G³ogowska;90;60-262;Poznañ;001;13;3.00;0;0;0.00;0.00
Poznañ;Hangarowa;14;60-409;Poznañ;001;0;0.00;41;44;14.85;55.85
Poznañ;Hangarowa;14;60-409;Poznañ;001;64;3.00;0;0;0.00;0.00
Poznañ;Hangarowa;14;60-409;Poznañ;001;447;20.00;0;0;0.00;0.00
Poznañ;Ró¿ana;1/3;61-577;Poznañ;001;0;0.00;50;27;11.82;61.82
Poznañ;Ró¿ana;1/3;61-577;Poznañ;001;120;5.00;0;0;0.00;0.00
Poznañ;Ró¿ana;1/3;61-577;Poznañ;001;398;19.00;0;0;0.00;0.00
Poznañ;OS. ZWYCIÊSTWA;101;61-643;Poznañ;001;0;0.00;70;10;4.68;74.68
Poznañ;OS. ZWYCIÊSTWA;101;61-643;Poznañ;001;199;8.00;0;0;0.00;0.00
Poznañ;OS. ZWYCIÊSTWA;101;61-643;Poznañ;001;507;22.00;0;0;0.00;0.00
Poznañ;Jarochowskiego;62;60-249;Poznañ;001;0;0.00;79;18;10.29;89.29
Poznañ;Jarochowskiego;62;60-249;Poznañ;001;173;6.92;0;0;0.00;0.00
Poznañ;Jarochowskiego;62;60-249;Poznañ;001;512;26.00;0;0;0.00;0.00
Poznañ;Kazimierza Wielkiego;17;61-863;Poznañ;001;0;0.00;39;12;5.88;44.88
Poznañ;kazimierza Wielkiego;17;61-863;Poznañ;001;260;12.00;0;0;0.00;0.00
Poznañ;Kazimierza Wielkiego;17;61-863;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;Kazimierza Wielkiego;17;61-863;POZNAÑ;001;0;0.00;0;0;0.00;0.00
Poznañ;Kazimierza Wielkiego;17;61-863;Poznañ;001;226;10.00;0;0;0.00;0.00
Poznañ;Kazimierza Wielkiego;17;61-863;Poznañ;001;46;2.00;0;0;0.00;0.00
Poznañ;Bukowska;16;60-809;Poznañ;001;0;0.00;58;28;15.16;73.16
Poznañ;Bukowska;16;60-809;Poznañ;001;732;24.00;0;0;0.00;0.00
Poznañ;Bukowska;16;60-809;Poznañ;001;104;4.00;0;0;0.00;0.00
Poznañ;Matejki;8/10;60-766;Poznañ;001;0;0.00;49;23;11.59;60.59
Poznañ;Matejki;8/10;60-766;Poznañ;001;577;18.00;0;0;0.00;0.00
Poznañ;Matejki;8/10;60-766;Poznañ;001;35;2.00;0;0;0.00;0.00
Poznañ;Tarnowska;27;61-323;Poznañ;001;0;0.00;91;19;7.40;98.40
Poznañ;Krzesiny;13;61-321;Poznañ;001;42;2.00;0;0;0.00;0.00
Poznañ;Tarnowska;27;61-323;Poznañ;001;709;28.00;0;0;0.00;0.00
Poznañ;Tarnowska;27;61-323;Poznañ;001;295;9.00;0;0;0.00;0.00
Poznañ;osiedle Czecha;59;61-288;Poznañ;001;0;0.00;76;15;7.06;83.06
Poznañ;os. Czecha;59;61-288;Poznañ;001;602;23.00;0;0;0.00;0.00
Poznañ;osiedle Czecha;59;61-288;Poznañ;001;348;12.00;0;0;0.00;0.00
Poznañ;Krakowska;17a;61-889;Poznañ;001;0;0.00;53;14;9.54;62.54
Poznañ;Krakowska;17a;61-889;Poznañ;001;740;24.00;0;0;0.00;0.00
Poznañ;Krakowska;17a;61-889;Poznañ;001;142;3.00;0;0;0.00;0.00
Poznañ;os.Rzeczypospolitej;111;61-389;Poznañ;001;0;0.00;36;7;4.22;40.22
Poznañ;os.Rzeczypospolitej;111;61-389;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;os.Rzeczypospolitej;111;61-389;Poznañ;001;445;16.00;0;0;0.00;0.00
Poznañ;Warzywna;19;61-658;Poznañ;001;0;0.00;56;2;0.76;56.76
Poznañ;Warzywna;19;61-658;Poznañ;001;151;7.00;0;0;0.00;0.00
Poznañ;Warzywna;19;61-658;Poznañ;001;249;11.75;0;0;0.00;0.00
Poznañ;Warzywna;19;61-658;Poznañ;001;48;2.00;0;0;0.00;0.00
Poznañ;os. Bohat. II Wojny Œwiatowej;29;61-387;Poznañ;001;0;0.00;61;11;7.37;68.37
Poznañ;os. Bohat. II Wojny Œwiatowej;29;61-387;Poznañ;001;408;16.00;0;0;0.00;0.00
Poznañ;os. Bohat. II Wojny Œwiatowej;29;61-387;Poznañ;001;152;6.00;0;0;0.00;0.00
Poznañ;os. Bohat. II Wojny Œwiatowej;29;61-387;Poznañ;001;94;3.00;0;0;0.00;0.00
Poznañ;Zamenhofa;142;61-139;Poznañ;001;0;0.00;49;11;5.64;54.64
Poznañ;Zamenhofa;142;61-139;Poznañ;001;171;6.00;0;0;0.00;0.00
Poznañ;Zamenhofa;142;61-139;Poznañ;001;453;19.00;0;0;0.00;0.00
Poznañ;Swoboda;41;60-389;Poznañ;001;0;0.00;64;2;1.17;65.17
Poznañ;Swoboda;41;60-389;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;Swoboda;41;60-389;Poznañ;001;93;14.00;0;0;0.00;0.00
Poznañ;Swoboda;41;60-389;Poznañ;001;40;8.00;0;0;0.00;0.00
Poznañ;Prze³ajowa;6;61-622;Poznañ;001;0;0.00;95;3;1.67;96.67
Poznañ;Prze³ajowa;6;61-622;Poznañ;001;25;2.00;0;0;0.00;0.00
Poznañ;Prze³ajowa;6;61-622;Poznañ;001;190;29.00;0;0;0.00;0.00
Poznañ;Prze³ajowa;6;61-622;Poznañ;001;29;5.00;0;0;0.00;0.00
Poznañ;Rycerska;43;60-345;Poznañ;001;0;0.00;120;14;7.91;127.91
Poznañ;Rycerska;43;60-345;Poznañ;001;96;21.00;0;0;0.00;0.00
Poznañ;Rycerska;43;60-345;Poznañ;001;27;5.00;0;0;0.00;0.00
Poznañ;Nieszawska;21;61-021;Poznañ;001;0;0.00;78;3;0.83;78.83
Poznañ;Nieszawska;21;61-021;Poznañ;001;120;21.00;0;0;0.00;0.00
Poznañ;Nieszawska;21;61-021;Poznañ;001;33;6.00;0;0;0.00;0.00
Poznañ;Krysiewicza;7/8;61-825;Poznañ;001;0;0.00;24;11;6.20;30.20
Poznañ;Krysiewicza;7/8;61-825;Poznañ;001;45;0.00;0;0;0.00;0.00
Poznañ;Krysiewicza;7/8;61-825;Poznañ;001;51;1.00;0;0;0.00;0.00
Poznañ;SANATORYJNA;2;60-480;POZNAÑ;001;0;0.00;31;8;3.73;34.73
Poznañ;SANATORYJNA;2;60-480;POZNAÑ;001;13;0.00;0;0;0.00;0.00
Poznañ;SANATORYJNA;2;60-480;POZNAÑ;001;40;0.00;0;0;0.00;0.00
Poznañ;Szpitalna;27/33;60-572;Poznañ;001;0;0.00;38;12;7.46;45.46
Poznañ;Szpitalna;27/33;60-572;Poznañ;001;77;0.00;0;0;0.00;0.00
Poznañ;Szpitalna;27/33;61-572;Poznañ;001;100;0.00;0;0;0.00;0.00
Poznañ;28 Czerwca 1956r.;135/147;61-545;Poznañ;001;0;0.00;33;10;4.37;37.37
Poznañ;28 Czerwca 1956r.;135/147;61-545;Poznañ;001;94;5.00;0;0;0.00;0.00
Poznañ;28 Czerwca 1956r.;135/147;61-545;Poznañ;001;63;0.00;0;0;0.00;0.00
Poznañ;28 Czerwca 1956r.;135/147;61-545;Poznañ;001;41;0.00;0;0;0.00;0.00
Poznañ;os. Stare ¯egrze;1;61-249;Poznañ;001;0;0.00;94;16;8.10;102.10
Poznañ;os. Stare ¯egrze;1;61-249;Poznañ;001;143;7.00;0;0;0.00;0.00
Poznañ;os. Stare ¯egrze;1;61-249;Poznañ;001;488;25.00;0;0;0.00;0.00
Poznañ;os. Pod Lipami;106;61-638;Poznañ;001;0;0.00;80;5;2.39;82.39
Poznañ;os. Pod Lipami;106;61-638;Poznañ;001;152;7.00;0;0;0.00;0.00
Poznañ;os. Pod Lipami;106;61-638;Poznañ;001;492;24.00;0;0;0.00;0.00
Poznañ;G³uszyna;187;61-329;Poznañ;001;0;0.00;41;10;5.48;46.48
Poznañ;G³uszyna;187;61-329;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;G³uszyna;187;61-329;Poznañ;001;421;21.00;0;0;0.00;0.00
Poznañ;os. Jana III Sobieskiego;114;60-688;Poznañ;001;0;0.00;72;19;12.30;84.30
Poznañ;os. Jana III Sobieskiego;114;60-688;Poznañ;001;596;23.00;0;0;0.00;0.00
Poznañ;os. Jana III Sobieskiego;114;60-688;Poznañ;001;192;9.00;0;0;0.00;0.00
Poznañ;Œw.Floriana;3;60-536;Poznañ;001;0;0.00;24;25;10.55;34.55
Poznañ;Œw. Floriana;3;60-536;Poznañ;001;36;2.00;0;0;0.00;0.00
Poznañ;Œw.Floriana;3;60-536;Poznañ;001;386;16.00;0;0;0.00;0.00
Poznañ;¯niwna;1;61-663;Poznañ;001;0;0.00;48;6;3.63;51.63
Poznañ;¯NIWNA;1;61-663;POZNAÑ;001;168;12.97;0;0;0.00;0.00
Poznañ;¯niwna;1;61-663;POZNAÑ;001;69;6.03;0;0;0.00;0.00
Poznañ;¯niwna;1;61-663;Poznañ;001;19;5.00;0;0;0.00;0.00
Poznañ;Dzia³yñskich;4/5;61-727;Poznañ;001;0;0.00;45;13;6.87;51.87
Poznañ;Dzia³yñskich;4/5;61-727;Poznañ;001;66;3.00;0;0;0.00;0.00
Poznañ;Dzia³yñskich;4/5;61-727;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;Dzia³yñskich;4/5;61-727;Poznañ;001;391;16.00;0;0;0.00;0.00
Poznañ;Dzia³yñskich;4/5;61-727;Poznañ;001;114;5.00;0;0;0.00;0.00
Poznañ;Dzia³yñskich;4/5;61-727;Poznañ;001;0;0.00;0;0;0.00;0.00
Poznañ;Stró¿yñskiego;16;60-688;Poznañ;004;0;0.00;27;19;11.94;38.94
Poznañ;Stró¿yñskiego;16;60-688;Poznañ;002;254;17.00;0;0;0.00;0.00
Poznañ;Stró¿yñskiego;16;60-688;Poznañ;002;38;2.00;0;0;0.00;0.00
Poznañ;Grunwaldzka;154;30-309;Poznañ;004;0;0.00;60;30;13.09;73.09
Poznañ;Grunwaldzka;154;30-309;Poznañ;002;456;26.00;0;0;0.00;0.00
Poznañ;Grunwaldzka;154;30-309;Poznañ;002;111;7.00;0;0;0.00;0.00
